MARKETING;CUSTOMER;NOUNIT;;LOKASI;UNIT ANTAR;HARGA;PO;Kontrak;PERIODE KONTRAK/PO
Nanda;Jakarta Sereal;2842;;Cikarang;;;045/SML-D/VII/2025;01/07/2025 S/D 30/06/2026;
Tata;AIBM - Indolakto Cicurug-3;2828;;Cicurug 3;;Rp11.000.000;133/LGL-0399/PTIL/WHS-C3/VII/2025;01/04/2025 s.d 31/03/2026;
Tata;AIBM - Indolakto Cicurug-3;2968;;Cicurug 3;;Rp12.500.000;133/LGL-0399/PTIL/WHS-C3/VII/2025;01/04/2025 s.d 31/03/2026;
Tata;AIBM - Indolakto Cicurug-3;2969;;Cicurug 3;;Rp12.500.000;133/LGL-0399/PTIL/WHS-C3/VII/2025;01/04/2025 s.d 31/03/2026;
Tata;AIBM - Indolakto Cicurug-3;2970;;Cicurug 3;;Rp12.500.000;133/LGL-0399/PTIL/WHS-C3/VII/2025;01/04/2025 s.d 31/03/2026;
Tata;AIBM - Indolakto Cicurug-3;2971;;Cicurug 3;;Rp12.500.000;133/LGL-0399/PTIL/WHS-C3/VII/2025;01/04/2025 s.d 31/03/2026;
Tata;AIBM - Indolakto Cicurug-3;3004;;Cicurug 3;;Rp8.500.000;133/LGL-0399/PTIL/WHS-C3/VII/2025;01/04/2025 s.d 31/03/2026;
Tata;PT Kasmaji;3654;;Mojokerto;;Rp9.800.000;669/SML/XI/2023 Menjadi 800/SML/XII/2024;02/01/25 - 01/01/26;
Tata;PT Kasmaji;3098;;Mojokerto;;Rp9.800.000;669/SML/XI/2023 Menjadi 800/SML/XII/2024;02/01/25 - 01/01/26;
Tata;PT Kasmaji;2176;;Mojokerto;;Rp9.800.000;669/SML/XI/2023 Menjadi 800/SML/XII/2024;02/01/25 - 01/01/26;
Tata;PT Kasmaji;3534;;Mojokerto;;Rp9.800.000;669/SML/XI/2023 Menjadi 800/SML/XII/2024;02/01/25 - 01/01/26;
Tata;PT Kasmaji;1816;;Mojokerto;;Rp9.800.000;669/SML/XI/2023 Menjadi 800/SML/XII/2024;02/01/25 - 01/01/26;
Tata;PT Kasmaji;2162;;Mojokerto;;Rp9.800.000;669/SML/XI/2023 Menjadi 800/SML/XII/2024;02/01/25 - 01/01/26;
Tata;PT Kasmaji;2881;;Mojokerto;;Rp9.800.000;669/SML/XI/2023 Menjadi 800/SML/XII/2024;02/01/25 - 01/01/26;
Tata;PT Kasmaji;3612;;Mojokerto;;Rp9.800.000;669/SML/XI/2023 Menjadi 800/SML/XII/2024;02/01/25 - 01/01/26;
Tata;Rapid Plast;2694;;Delta Silicon;;Rp15.000.000;Po Perbulan;;
Nanda;Gunanusa;5312;;Delta Silicon;;Rp9.500.000;051/SML-R/VII/2025;14/07/25 s/d 13/01/2026;
Nanda;Ingress Industrial;3409;;Delta Silicon;;Rp12.000.000;4800003535;16/01/23-15/01/26;
Nanda;Komala Agung (Dharma);2642;;Delta Silicon;;Rp7.000.000;010/KALP/V/2024;;
Nanda;Lao Chow Indonesia;3019;;Cirebon;;Rp10.500.000;067/LCI-SML/VII/2022;;
Tata;PT Saitama;2952;;Karawang;;Rp10.000.000;038/SML/VI/2025;24/04/2025 - 23/04/2028;
Nanda;Sokobimo Indo Perkasa;3623;;MM2100;;Rp12.500.000;654/SML/X/2023;04/10/23-03/10/24;
;;3557;;MM2100;;Rp14.000.000;692/SML-R/II/2024;21 feb 2024 s/d 20 feb 2025;
Nanda;PT Hab Dong Indonesia;2728;;Cikarang;;Rp10.800.000;745/SML-RI/IX/2024;01 Okt 24 s/d 30 Sep 2025;
Nanda;PT Hab Dong Indonesia;5379;;Cikarang;;Rp10.500.000;745/SML-RI/IX/2024;01 Okt 24 s/d 30 Sep 2025;
Nanda;PT Hab Dong Indonesia;2870;;Cikarang;;Rp10.800.000;745/SML-RI/IX/2024;01 Okt 24 s/d 30 Sep 2025;
Nanda;PT Hab Dong Indonesia;5676;;Cikarang;;Rp10.500.000;745/SML-RI/IX/2024;01 Okt 24 s/d 30 Sep 2025;
Nanda;SKK kaken (hyundai);2170;;Hyundai;;Rp5.500.000;063/SML/VIII/2025;18/06/25 - 17/06/26;
Nanda;SKK kaken (hyundai);1652;;Hyundai;;Rp5.500.000;063/SML/VIII/2025;01/07/25 - 31/07/26;
Nanda;SKK kaken (hyundai);1674;;Hyundai;;Rp5.500.000;063/SML/VIII/2025;05/07/25 - 04/07/26;
Nanda;SKK kaken (hyundai);2161;;Hyundai;;Rp5.500.000;063/SML/VIII/2025;13/06/25 - 12/06/26;
Nanda;Trimitra Indoplast;1006;;Delta Silicon;;Rp8.000.000;TIM/2403/049;28/01/24-27/01/26;
Nanda;PT Yanmar;3922;;Ejip;;Rp7.250.000;014/SML-YANMAR/I/2025;24/01/25 S/D 23/01/26;
Nanda;PT Yanmar;3170;;Ejip;;Rp9.500.000;100/SML/XII/2025;01 Nov 2025 s/d 31 Okt 2026;
Nanda;PT Yanmar;3171;;Ejip;;Rp9.500.000;;09 Nov 2025 s/d 08 Nov 2026;
Nanda;PT Yanmar;3939;;Ejip;;Rp7.500.000;077/SML/IX/2025;22/09/25 s/d 21/09/26;
Nanda;Primacorr Mandiri;5589;;Delta Silicon;;Rp25.000.000;1012313;14/03/25 s/d 13/03/28;
Nanda;Primacorr Mandiri;5714;;Delta Silicon;;Rp22.000.000;1013210/079/SML/X/2025;07/10/25 - 06/10/28;
Nanda;Primacorr Mandiri;2733;;Delta Silicon;;Rp7.500.000;1014203;01/01/26 - 31/06/26;
Deis;Riau Andalan Paperboard International;5920;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5921;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5933;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5936;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5937;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5929;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5901;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5904;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5905;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5927;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5930;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5931;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5918;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5919;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5924;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5932;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5934;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5938;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5935;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5928;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5925;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5906;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5902;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5903;;Riau;;;;;
Deis;Riau Andalan Paperboard International;3941;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5923;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5908;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5909;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5910;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5898;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5899;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5926;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5939;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5940;;Riau;;;;;
Deis;Riau Andalan Paperboard International;5922;;Riau;;;;;
Deis;PT Samudera Logistics Services;5583;;Deltamas;;Rp24.000.000;PO2025040111;22/03/25 - 21/03/26;
Deis;PT Samudera Logistics Services;5584;;Deltamas;;Rp24.000.000;PO2025040111;22/03/25 - 21/03/26;
Deis;PT Samudera Logistics Services;5806;;Deltamas;;Rp20.000.000;PO2026010064;11/01/26 - 10/2/26;
Deis;PT Samudera Logistics Services;5759;;Deltamas;;Rp10.500.000;PO2025100102;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5807;;Deltamas;;Rp20.000.000;PO2025090054;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5916;;Deltamas;;Rp10.500.000;PO2025090054;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5810;;Deltamas;;Rp20.000.000;PO2025090054;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5812;;Deltamas;;Rp19.500.000;PO2025090054;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5811;;Deltamas;;Rp20.000.000;PO2025090054;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5907;;Deltamas;;Rp6.000.000;PO2025100047;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5865;;Deltamas;;Rp6.800.000;PO2025100047;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5990;;Deltamas;;Rp6.000.000;PO2025100047;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5866;;Deltamas;;Rp6.800.000;PO2025100047;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5882;;Deltamas;;Rp6.800.000;PO2025100047;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;5992;;Deltamas;;Rp6.000.000;PO2025100047;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;6011;;Deltamas;;Rp6.800.000;PO2025100047;01/11/25 - 31/07/27;
Deis;PT Samudera Logistics Services;3385;;Deltamas;;Rp20.000.000;PO2025110245;10/11/25 - 10/01/26;
Deis;PT Samudera Logistics Services;5562;;Deltamas;;;PO2025110245;10/11/25 - 10/01/26;
Tata;PT Tirta Sukses Perkasa;5284;;Pandaan;;Rp11.750.000;4506747847;16/03/25 - 15/03/26;
Tata;PT Tirta Sukses Perkasa;5286;;Pandaan;;Rp11.750.000;4506747847;16/03/25 - 15/03/26;
Tata;PT Tirta Sukses Perkasa;5293;;Pandaan;;Rp11.750.000;4506747847;16/03/25 - 15/03/26;
Tata;PT Tirta Sukses Perkasa;5294;;Pandaan;;Rp11.750.000;4506747847;16/03/25 - 15/03/26;
Tata;PT Tirta Sukses Perkasa;5655;;Pandaan;;;4507148105;23/01/26 - 23/04/26;
Tata;PT Tirta Sukses Perkasa;5656;;Pandaan;;;4507148105;23/01/26 - 23/04/26;
Tata;PT Tirta Sukses Perkasa;5658;;Pandaan;;;4507148105;23/01/26 - 23/04/26;
Deis;PT Phoenix Resources International;5522;;Tarakan;;Rp52.000.000;4800001899;01/01/26 - 31/12/26;
Tata;PT Nusantara Parkerizing;3688;;Bogor;;Rp8.500.000;184-OTR-UC0525;5/05/25 - 05/05/27;
Tata;PT Nusantara Parkerizing;5148;;Bogor;;Rp8.500.000;184-OTR-UC0525;5/05/25 - 05/05/27;
Tata;PT Nusantara Parkerizing;2657;;Bogor;;Rp2.000.000;037/SML/VI/2025;23/06/25 - 22/06/29;
Tata;PT Java Seafood;5703;;Indramayu;;Rp13.000.000;058/SML/VII/2025;25/07/25 - 26/07/28;
Tata;PT SNF Polymers Indonesia;2730;;Tangerang;;Rp16.500.000;2311/I/SML/26/P2;01/01/26 - 01/04/26;
Deis;PT Wira Insani;3638;;Balikpapan;;Rp15.000.000;WFT/PROC/AGR/I/2025/001;01/07/2025 - 30/06/2028;
Deis;PT Wira Insani;5681;;Balikpapan;;Rp32.500.000;WFT/PROC/AGR/I/2025/001;01/07/2025 - 30/06/2028;
Deis;PT Wira Insani;3652;;Narogong;;Rp9.700.000;WFT/PROC/AGR/I/2025/001;01/07/2025 - 30/06/2028;
Deis;PT Wira Insani;3687;;Narogong;;Rp10.500.000;WFT/PROC/AGR/I/2025/001;01/07/2025 - 30/06/2028;
Deis;PT Wira Insani;5682;;Narogong;;Rp50.200.000;WFT/PROC/AGR/I/2025/001;01/07/2025 - 30/06/2028;
Deis;PT Indo Kordsa Tbk;6004;;Bogor;;Rp11.000.000;PO Perbulan;;
Deis;PT Indo Kordsa Tbk;6013;;Bogor;;Rp7.500.000;;;
Deis;PT Indo Kordsa Tbk;6006;;Bogor;;Rp11.000.000;;;
Deis;PT Indo Kordsa Tbk;6001;;Bogor;;Rp10.000.000;;;
Deis;PT Indo Kordsa Tbk;6000;;Bogor;;Rp10.000.000;;;
Deis;PT Indo Kordsa Tbk;6007;;Bogor;;Rp11.000.000;;;
Deis;PT Indo Kordsa Tbk;6003;;Bogor;;Rp11.000.000;;;
Deis;PT Indo Kordsa Tbk;6015;;Bogor;;Rp16.000.000;;;
Deis;PT Indo Kordsa Tbk;6014;;Bogor;;Rp7.800.000;;;
Deis;PT Indo Kordsa Tbk;6002;;Bogor;;Rp11.000.000;;;
Deis;PT Indo Kordsa Tbk;6018;;Bogor;;Rp13.000.000;;;
Deis;PT Indo Kordsa Tbk;6020;;Bogor;;Rp11.000.000;;;
Deis;PT Indo Kordsa Tbk;6009;;Bogor;;Rp-;;;
Deis;PT Superior Porcelain Sukses;3005;;Subang;;Rp12.000.000;PORD-25P1-00006495;01/01/26 - 28/02/26;
Deis;PT Superior Porcelain Sukses;3838;;Subang;;Rp12.000.000;PORD-25P1-00006495;01/01/26 - 28/02/26;
Nanda;PT Maruhachi Indonesia;2781;;Ejip;;;;;
Nanda;PT Galvanis Tri Lestari;3158;;Setu;;Rp9.000.000;612/SML/V/2023;;
Nanda;PT Galvanis Tri Lestari;3736;;Setu;;Rp8.000.000;015/GTL-PO/IX/2023;;
