ID_Unit;Serial_Number;Tahun_Unit;Nama_Customer;No_PO;No_Kontrak;Awal_Sewa;Akhir_Sewa;Harga_Bulan;Sumber_Data_Customer
2990;34217;2022;"Ultra Jaya Milk";;;;;0;MARKETING
2991;34207;2022;"PT TRIMITRA CIKARANG";;;;;0;MARKETING
2992;29675;2022;"PT LG Electronics Indonesia";;;;;0;MARKETING
2995;34037;2022;"Senopati Fuji Trans";;;;;0;MARKETING
2996;34227;2022;"Senopati Fuji Trans";;;;;0;MARKETING
2997;34004;2022;"Senopati Fuji Trans";;;;;0;MARKETING
2998;34040;2022;"PT SEMEN JAWA";;;;;0;MARKETING
2999;34066;2022;"Senopati Fuji Trans";;;;;0;MARKETING
3001;38308;2022;"PT ILC LOGISTICS INDONESIA";;;;;0;MARKETING
3002;85062;2022;"Indo Bharat Rayon";;;;;0;MARKETING
3003;85066;2022;"Perfetty Van Melle";4700450479;;;;0;MARKETING
3004;31954;2022;"AIBM - Indolakto";;;;;0;MARKETING
3005;29525;2022;"Superior Porcelain Sukses";;;;;0;MARKETING
3006;33919;2022;"24-02-2026 AMBIL UNIT FR KKUSB PRUWODADI";;;;;0;WAREHOUSE
3007;33962;2022;"PT SUGITY CREATIVES";;;;;0;MARKETING
3009;34360;2022;"PT INDOLAKTO";;;;;0;MARKETING
3010;34202;2022;"PT. Asahimas Flat Glass Tbk";;;;;0;MARKETING
3015;F5001101;2022;"RECKIT BECKISER";;;;;0;WAREHOUSE
3016;F5001102;2022;"PT BUKIT MURIA JAYA";;;;;0;MARKETING
3017;F5001103;2022;"OKI Pulp and Paper";;;;;0;MARKETING
3019;F5001105;2022;"PT LAO CHOW";;;;;0;MARKETING
3020;F5001106;2022;"PT Indofood";4506977899;;;;0;MARKETING
3022;F5001108;2022;"PT BAKRIE AUTOPARTS";;;;;0;MARKETING
3028;F5001115;2022;"PT BAKRIE AUTOPARTS";;;;;0;MARKETING
3029;F5001116;2022;"PT INTILOG SUKSES ABADI";;;;;0;MARKETING
3031;F5001118;2022;"PT ASIAN ISUZU CASTING CENTER";;;;;0;MARKETING
3032;F5001119;2022;"PT CIPTA NIAGA SEMESTA";4501827853;;;;0;MARKETING
3034;F5001121;2022;"PT ASIAN ISUZU CASTING CENTER";;;;;0;MARKETING
3035;F5001122;2022;"PT. Asahimas Flat Glass Tbk";;;;;0;MARKETING
3036;29763;2022;"PT ASIAN ISUZU CASTING CENTER";;;;;0;MARKETING
3037;29738;2022;SUGITY;;;;;0;WAREHOUSE
3038;31931;2022;"PT Haier Electrical Appliaces Indonesia";;;;;0;MARKETING
3041;15750;2022;"PT LG Electronics Indonesia";;;;;0;MARKETING
3042;34423;2022;"PT LG Electronics Indonesia";;;;;0;MARKETING
3043;34420;2022;Indolakto;;;;;0;MARKETING
3044;49BB00058;2022;Indolakto;;;;;0;MARKETING
3045;49BB00059;2022;Indolakto;;;;;0;MARKETING
3046;V2BB02060;2022;Indolakto;;;;;0;MARKETING
3047;V2BB02061;2022;Indolakto;;;;;0;MARKETING
3048;531150948;2022;Indolakto;;;;;0;MARKETING
3049;531150965;2022;"Taco Anugrah Corporindo";;;;;0;MARKETING
3050;531150966;2022;Indolakto;;;;;0;MARKETING
3051;531150967;2022;Indolakto;;;;;0;MARKETING
3052;531150968;2022;"PT INTILOG SUKSES ABADI";;;;;0;MARKETING
3053;SEM00636J3D303588;2022;"PT COLOROBBIA INDONESIA";;;;;0;MARKETING
3056;29785;2022;"PT SUGITY CREATIVES";;;;;0;MARKETING
